employee_id,current_role_id,target_role_id,weighted_skill_gap,skill_match_pct,chain_readiness,role_similarity,tenure_years,total_working_years,latest_eval_score,courses_completed,role_fit_score,suitability_label
EMP-0046,4,9,2.82,0.0,20.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,10,2.7,0.0,16.7,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,11,2.2,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,12,3.5,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,13,2.35,0.0,33.3,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,14,3.55,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,15,2.2,0.0,100.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,16,2.33,0.0,20.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,17,2.4,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,18,3.6,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,19,2.99,0.0,11.1,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,20,2.25,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,21,3.65,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0046,4,22,2.5,0.0,0.0,0.5,0.88,12,56.0,0,65.0,0
EMP-0047,8,1,1.2,16.7,66.7,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,2,2.85,0.0,66.7,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,3,0.8,28.6,100.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,4,1.25,10.0,57.1,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,5,3.03,0.0,70.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,6,2.55,0.0,0.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,7,1.4,33.3,0.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,9,1.75,9.1,80.0,1.0,2.66,12,54.0,0,86.7,0
EMP-0047,8,10,1.55,28.6,100.0,1.0,2.66,12,54.0,0,86.7,0
EMP-0047,8,11,1.65,0.0,0.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,12,2.9,14.3,71.4,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,13,1.95,16.7,66.7,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,14,3.05,0.0,50.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,15,2.3,0.0,50.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,16,1.91,28.6,60.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,17,2.2,20.0,0.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,18,2.95,0.0,71.4,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,19,2.22,0.0,77.8,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,20,1.75,0.0,50.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,21,3.15,0.0,75.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0047,8,22,1.55,0.0,0.0,0.5,2.66,12,54.0,0,86.7,0
EMP-0048,9,1,1.45,16.7,33.3,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,2,3.05,0.0,66.7,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,3,0.9,42.9,50.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,4,1.7,10.0,28.6,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,5,3.49,0.0,60.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,6,2.4,0.0,25.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,7,0.85,33.3,100.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,8,0.95,28.6,100.0,1.0,1.11,3,53.2,3,42.9,0
EMP-0048,9,10,1.85,14.3,100.0,1.0,1.11,3,53.2,3,42.9,0
EMP-0048,9,11,1.75,0.0,0.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,12,3.15,0.0,57.1,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,13,1.7,0.0,100.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,14,2.9,0.0,66.7,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,15,2.3,0.0,100.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,16,1.9,28.6,60.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,17,2.2,0.0,0.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,18,3.35,0.0,57.1,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,19,2.62,0.0,66.7,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,20,2.0,0.0,50.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,21,3.15,0.0,75.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0048,9,22,2.2,0.0,0.0,0.5,1.11,3,53.2,3,42.9,0
EMP-0049,1,2,2.35,0.0,55.6,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,3,1.4,28.6,50.0,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,4,1.45,20.0,57.1,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,5,3.26,0.0,50.0,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,6,2.35,0.0,25.0,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,7,0.75,50.0,100.0,1.0,0.75,5,50.0,0,75.0,0
EMP-0049,1,8,1.75,0.0,80.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,9,2.74,0.0,50.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,10,2.45,0.0,66.7,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,11,2.0,0.0,0.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,12,3.35,0.0,14.3,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,13,2.15,0.0,66.7,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,14,3.4,0.0,16.7,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,15,2.35,20.0,50.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,16,2.3,0.0,60.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,17,2.3,0.0,0.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,18,3.55,0.0,14.3,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,19,2.74,0.0,33.3,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,20,2.0,0.0,50.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,21,3.45,0.0,25.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0049,1,22,2.2,0.0,0.0,0.5,0.75,5,50.0,0,75.0,0
EMP-0050,10,1,1.65,16.7,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,2,3.15,0.0,44.4,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,3,1.3,14.3,50.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,4,1.95,0.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,5,3.37,0.0,40.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,6,2.55,0.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,7,0.85,33.3,100.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,8,1.35,14.3,100.0,1.0,0.55,18,47.9,2,42.5,0
EMP-0050,10,9,2.42,0.0,80.0,1.0,0.55,18,47.9,2,42.5,0
EMP-0050,10,11,1.65,0.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,12,3.0,0.0,85.7,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,13,2.05,0.0,66.7,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,14,3.05,0.0,66.7,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,15,2.45,0.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,16,1.95,0.0,60.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,17,2.05,20.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,18,3.15,0.0,85.7,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,19,2.22,0.0,88.9,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,20,1.55,0.0,50.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,21,2.85,0.0,75.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0050,10,22,1.9,0.0,0.0,0.5,0.55,18,47.9,2,42.5,0
EMP-0051,8,1,1.65,16.7,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,2,3.15,0.0,44.4,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,3,1.35,0.0,50.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,4,1.95,0.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,5,3.37,0.0,40.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,6,2.55,0.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,7,1.4,33.3,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,9,2.02,0.0,100.0,1.0,1.53,9,48.4,0,60.0,0
EMP-0051,8,10,1.7,14.3,100.0,1.0,1.53,9,48.4,0,60.0,0
EMP-0051,8,11,1.65,0.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,12,3.0,0.0,71.4,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,13,1.95,16.7,66.7,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,14,3.05,0.0,50.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,15,2.45,0.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,16,2.03,14.3,60.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,17,2.2,20.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,18,2.95,0.0,85.7,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,19,2.22,0.0,77.8,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,20,1.75,0.0,50.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,21,3.15,0.0,75.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0051,8,22,1.9,0.0,0.0,0.5,1.53,9,48.4,0,60.0,0
EMP-0052,19,1,0.8,33.3,100.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,2,2.5,0.0,88.9,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,3,1.4,0.0,100.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,4,1.35,0.0,71.4,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,5,2.89,0.0,80.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,6,2.55,0.0,0.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,7,1.4,33.3,0.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,8,1.75,0.0,80.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,9,2.61,0.0,80.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,10,2.2,0.0,83.3,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,11,1.85,0.0,0.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,12,3.0,0.0,85.7,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,13,1.7,0.0,100.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,14,2.8,0.0,83.3,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,15,2.5,0.0,50.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,16,2.15,0.0,60.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,17,2.15,0.0,0.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,18,3.05,0.0,85.7,1.0,0.83,11,53.6,0,34.8,0
EMP-0052,19,20,2.0,0.0,50.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,21,3.35,0.0,75.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0052,19,22,2.2,0.0,0.0,0.5,0.83,11,53.6,0,34.8,0
EMP-0053,22,1,1.65,16.7,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,2,3.2,0.0,11.1,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,3,1.75,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,4,2.1,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,5,3.6,0.0,10.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,6,2.55,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,7,1.45,16.7,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,8,2.3,14.3,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,9,3.14,0.0,10.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,10,2.45,0.0,16.7,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,11,1.8,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,12,3.2,0.0,14.3,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,13,2.15,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,14,3.25,0.0,16.7,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,15,2.3,0.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,16,2.45,0.0,20.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,17,2.2,20.0,0.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,18,3.5,0.0,14.3,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,19,2.69,0.0,11.1,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,20,1.2,0.0,100.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0053,22,21,2.85,0.0,50.0,0.5,1.13,7,45.0,0,56.7,0
EMP-0054,11,1,1.65,16.7,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,2,3.15,0.0,44.4,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,3,1.75,0.0,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,4,2.1,0.0,14.3,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,5,3.29,0.0,50.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,6,2.25,0.0,25.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,7,1.55,16.7,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,8,2.3,14.3,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,9,3.09,0.0,30.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,10,2.45,0.0,33.3,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,12,2.45,0.0,85.7,1.0,1.89,3,47.4,1,80.8,0
EMP-0054,11,13,1.7,0.0,33.3,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,14,2.75,0.0,66.7,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,15,2.45,0.0,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,16,2.45,0.0,20.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,17,2.0,40.0,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,18,3.15,0.0,71.4,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,19,2.3,0.0,66.7,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,20,1.75,0.0,50.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,21,3.15,0.0,75.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0054,11,22,1.9,0.0,0.0,0.5,1.89,3,47.4,1,80.8,0
EMP-0057,21,1,1.05,33.3,100.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,2,2.65,0.0,88.9,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,3,1.5,14.3,50.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,4,1.75,0.0,57.1,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,5,3.13,0.0,80.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,6,2.3,0.0,25.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,7,1.1,33.3,100.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,8,2.05,0.0,40.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,9,2.84,0.0,50.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,10,2.45,0.0,50.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,11,1.85,0.0,0.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,12,3.15,0.0,71.4,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,13,2.25,0.0,33.3,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,14,3.2,0.0,50.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,15,2.0,0.0,100.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,16,2.37,0.0,40.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,17,2.3,0.0,0.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,18,3.0,0.0,85.7,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,19,2.47,0.0,66.7,0.5,0.94,9,49.7,2,27.9,0
EMP-0057,21,20,1.25,0.0,100.0,1.0,0.94,9,49.7,2,27.9,0
EMP-0057,21,22,2.05,25.0,100.0,0.5,0.94,9,49.7,2,27.9,0
EMP-0058,21,1,1.65,16.7,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,2,3.15,0.0,44.4,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,3,1.35,0.0,50.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,4,1.95,0.0,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,5,3.37,0.0,40.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,6,2.55,0.0,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,7,1.4,33.3,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,8,1.8,14.3,40.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,9,2.51,0.0,60.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,10,2.1,0.0,50.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,11,1.65,0.0,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,12,3.0,0.0,71.4,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,13,1.75,0.0,66.7,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,14,2.85,0.0,66.7,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,15,2.45,0.0,0.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,16,2.02,14.3,60.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,17,1.8,20.0,100.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,18,2.8,0.0,85.7,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,19,2.42,0.0,66.7,0.5,1.67,4,60.6,3,47.5,0
EMP-0058,21,20,0.45,50.0,100.0,1.0,1.67,4,60.6,3,47.5,0
EMP-0058,21,22,1.75,25.0,100.0,0.5,1.67,4,60.6,3,47.5,0
EMP-0059,4,1,0.5,66.7,100.0,1.0,2.43,4,62.5,3,82.5,1
EMP-0059,4,2,2.25,0.0,55.6,1.0,2.43,4,62.5,3,82.5,0
EMP-0059,4,3,0.55,42.9,100.0,1.0,2.43,4,62.5,3,82.5,0
EMP-0059,4,5,2.77,0.0,70.0,1.0,2.43,4,62.5,3,82.5,0
EMP-0059,4,6,1.9,0.0,75.0,1.0,2.43,4,62.5,3,82.5,0
EMP-0059,4,7,1.3,50.0,0.0,1.0,2.43,4,62.5,3,82.5,0
EMP-0059,4,8,1.8,0.0,20.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,9,2.8,0.0,20.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,10,2.35,14.3,16.7,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,11,2.0,0.0,0.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,12,3.35,0.0,14.3,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,13,2.25,0.0,0.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,14,3.4,0.0,16.7,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,15,2.35,20.0,50.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,16,2.06,14.3,40.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,17,1.9,0.0,100.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,18,3.55,0.0,14.3,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,19,2.84,0.0,11.1,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,20,2.0,0.0,50.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,21,3.45,0.0,25.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0059,4,22,2.2,0.0,0.0,0.5,2.43,4,62.5,3,82.5,0
EMP-0061,1,2,2.5,0.0,55.6,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,3,1.45,14.3,50.0,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,4,1.55,10.0,71.4,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,5,3.25,0.0,60.0,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,6,1.8,0.0,100.0,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,7,1.3,50.0,0.0,1.0,0.52,6,51.9,0,65.0,0
EMP-0061,1,8,1.95,0.0,60.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,9,2.69,0.0,60.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,10,2.65,0.0,50.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,11,2.0,0.0,0.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,12,3.35,0.0,14.3,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,13,2.25,0.0,66.7,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,14,3.4,0.0,16.7,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,15,2.5,0.0,50.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,16,2.45,0.0,60.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,17,2.3,0.0,0.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,18,3.55,0.0,14.3,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,19,2.84,0.0,33.3,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,20,2.0,0.0,50.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,21,3.45,0.0,25.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0061,1,22,2.2,0.0,0.0,0.5,0.52,6,51.9,0,65.0,0
EMP-0062,3,1,0.85,50.0,66.7,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,2,2.65,0.0,33.3,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,4,1.2,0.0,71.4,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,5,3.19,0.0,50.0,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,6,2.45,0.0,25.0,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,7,1.0,50.0,100.0,1.0,0.52,13,46.3,0,62.5,0
EMP-0062,3,8,1.5,14.3,80.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,9,2.54,0.0,50.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,10,2.1,0.0,66.7,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,11,1.8,0.0,0.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,12,3.2,0.0,14.3,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,13,2.05,0.0,66.7,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,14,3.25,0.0,16.7,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,15,2.3,0.0,50.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,16,2.18,0.0,60.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,17,2.2,20.0,0.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,18,3.5,0.0,14.3,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,19,2.59,0.0,33.3,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,20,1.75,0.0,50.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,21,3.25,0.0,25.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0062,3,22,1.9,0.0,0.0,0.5,0.52,13,46.3,0,62.5,0
EMP-0063,3,1,0.95,33.3,66.7,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,2,2.65,11.1,22.2,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,4,1.1,30.0,85.7,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,5,3.19,0.0,50.0,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,6,2.0,12.5,50.0,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,7,1.1,33.3,100.0,1.0,2.61,6,49.3,0,80.0,0
EMP-0063,3,8,1.15,28.6,80.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,9,2.32,0.0,40.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,10,2.3,0.0,50.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,11,2.2,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,12,3.5,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,13,1.45,16.7,100.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,14,3.05,0.0,16.7,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,15,2.55,20.0,50.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,16,2.03,14.3,40.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,17,2.4,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,18,3.6,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,19,2.79,0.0,22.2,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,20,2.25,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,21,3.65,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0063,3,22,2.5,0.0,0.0,0.5,2.61,6,49.3,0,80.0,0
EMP-0067,7,1,1.1,33.3,66.7,1.0,2.45,20,46.7,1,80.0,0
